Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Longitud,Latitud
BUENOS AIRES,Vicente López,La Lucila,6861010,111,3681,1,1985,1,0,0,0,5779,-58.486582489457,-34.4985433329471
BUENOS AIRES,Vicente López,Munro,6861010,290,8780,8,7059,10,1,0,1,16149,-58.5255060588714,-34.5272623078248
BUENOS AIRES,Vicente López,Olivos,6861010,784,20934,4,14321,10,1,0,0,36054,-58.4985444232342,-34.512161433984
BUENOS AIRES,Vicente López,Vicente López,6861010,198,8944,3,4892,17,0,0,1,14055,-58.4736495025234,-34.525536745172
BUENOS AIRES,Vicente López,Villa Adelina,6861010,0,546,0,1358,0,0,0,0,1904,-58.5460242623901,-34.5287596487564
BUENOS AIRES,Vicente López,Villa Martelli,6861010,492,5489,1,5656,3,0,0,375,12016,-58.5091432644227,-34.5525979527695
BUENOS AIRES,Villa Gesell,Villa Gesell,6868020,5011,0,0,6583,107,0,0,0,11701,-56.9707267624406,-37.2464704698501
BUENOS AIRES,Villarino,Mayor Buratovich,6875050,0,0,0,630,0,0,0,0,630,-62.6157889589915,-39.2590946793617
BUENOS AIRES,Villarino,Médanos,6875060,461,523,1,0,0,0,0,103,1088,-62.6943321574343,-38.8293145512181
BUENOS AIRES,Villarino,Pedro Luro,6875070,379,582,0,1666,1,0,0,550,3178,-62.6874317159849,-39.5007767274615
BUENOS AIRES,Villarino,Argerich,6875010,0,0,0,0,0,0,0,31,31,-62.6025276771033,-38.7686560837266
BUENOS AIRES,Villarino,Teniente Origone,6875080,0,0,0,0,0,0,0,16,16,-62.5697137402023,-39.0580586668564
BUENOS AIRES,Villarino,Country Los Medanos,6875025,0,0,0,0,0,0,0,267,267,-62.738741885831,-38.8468445915571
BUENOS AIRES,Zárate,Lima,6882040,1,0,0,1,0,0,0,0,2,-59.1973339595539,-34.0436335939636
BUENOS AIRES,Zárate,Zárate,6882050,845,27399,0,1003,700,5,0,1525,31477,-59.024557255152,-34.0998630672257
CATAMARCA,Ambato,El Bolsón,10007030,0,0,0,0,0,1,0,0,1,-65.8884829262542,-27.9038743420396
CATAMARCA,Ambato,El Rodeo,10007040,0,0,0,0,0,1,0,152,153,-65.8738600634115,-28.2141516424861
CATAMARCA,Ambato,La Puerta,10007060,0,0,0,0,0,5,0,0,5,-65.7863037835082,-28.1764379052117
CATAMARCA,Ambato,Las Chacritas,10007070,0,0,0,0,0,1,0,0,1,-65.9533446470458,-27.6464168267027
CATAMARCA,Ambato,Los Varela,10007110,0,0,0,0,0,1,0,0,1,-65.8822302327591,-27.9279942328057
CATAMARCA,Ambato,Los Talas,10007100,0,0,0,0,0,0,0,66,66,-65.875829814164,-27.94999754917
CATAMARCA,Ancasti,Ancasti,10014010,0,0,0,0,0,1,0,0,1,-65.5021019996524,-28.809829766706
CATAMARCA,Andalgalá,Andalgalá,10021020,682,0,0,144,1,2,0,203,1032,-66.3235466394645,-27.5732225954972
CATAMARCA,Andalgalá,Chaquiago,10021030,0,0,0,9,0,1,0,14,24,-66.3350568927423,-27.5368955481985
CATAMARCA,Andalgalá,El Potrero,10021070,0,0,0,13,0,0,0,0,13,-66.3434280762552,-27.5162322380357
CATAMARCA,Andalgalá,Aconquija,10021010,0,0,0,0,0,1,0,0,1,-66.0266884349829,-27.4743798884533
CATAMARCA,Andalgalá,El Alamito,10021050,0,0,0,0,0,0,0,20,20,-66.022985174122,-27.333537875981
CATAMARCA,Andalgalá,La Aguada,10021080,0,0,0,11,0,0,0,5,16,-66.3117750484602,-27.534089032104
CATAMARCA,Andalgalá,La Mesada,10021010,0,0,0,1,0,0,0,0,1,-66.0199688270559,-27.4511959792163
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,10028010,0,0,0,0,0,4,0,0,4,-67.4116706391736,-26.0632957365737
CATAMARCA,Belén,Belén,10035020,0,0,0,0,0,5,0,30,35,-67.0181224346383,-27.6337582271366
CATAMARCA,Belén,Hualfín,10035070,0,0,0,0,0,1,0,0,1,-66.8257494663378,-27.2251089488391
CATAMARCA,Belén,Londres,10035110,0,0,0,0,0,1,0,20,21,-67.1521288574758,-27.7091441699136
CATAMARCA,Belén,El Durazno,10035050,0,0,0,0,0,1,0,0,1,-67.0644302349354,-27.2352160693093
CATAMARCA,Belén,Las Juntas,10035100,0,0,0,0,0,0,0,5,5,-67.1230327103174,-27.5255267279244
CATAMARCA,Capayán,Capayán,10042030,0,0,0,0,0,1,0,0,1,-66.0386455444458,-28.7807106449765
CATAMARCA,Capayán,Chumbicha,10042040,105,0,0,5,0,1,0,474,585,-66.2413567840968,-28.8475652676601
CATAMARCA,Capayán,Colonia del Valle,10042050,0,0,0,0,0,1,0,0,1,-65.8752053335172,-28.6659572317315
CATAMARCA,Capayán,Colonia Nueva Coneta,10042060,0,0,0,10,0,1,0,9,20,-65.8384330489801,-28.5859218596167
CATAMARCA,Capayán,Coneta,10042080,0,0,0,10,0,1,0,0,11,-65.8832899522771,-28.5824940471212
CATAMARCA,Capayán,Huillapima,10042100,0,0,0,5,0,1,0,9,15,-65.9692671337206,-28.7326533523263
CATAMARCA,Capayán,Miraflores,10042120,0,0,0,7,0,2,0,10,19,-65.9045510608673,-28.61156437771
CATAMARCA,Capayán,San Martín,10042130,0,0,0,0,0,7,0,0,7,-65.7966971627176,-29.2514238184412
CATAMARCA,Capayán,Los Angeles,10042110,0,0,0,0,0,0,0,5,5,-65.9584714095267,-28.4757282890296
CATAMARCA,Capital,El Pantanillo,10049020,4,0,0,36,0,2,0,0,42,-65.8026632730873,-28.5416893432334
CATAMARCA,Capital,San Fernando del Valle de Catamarca,10049030,3937,10980,1,46299,0,1,0,14,61232,-65.7867892937631,-28.4846581947085
CATAMARCA,El Alto,El Alto,10056010,0,0,0,0,0,1,0,28,29,-65.3693767192491,-28.3027477561138
CATAMARCA,El Alto,Tapso,10056050,0,0,0,0,0,1,0,0,1,-65.1086409589416,-28.415904197716
CATAMARCA,La Paz,Icaño,10070070,0,0,0,0,0,1,0,0,1,-65.2902158081112,-28.9308886124085
CATAMARCA,La Paz,Recreo,10070140,63,36,0,1882,0,1,0,5,1987,-65.0565641552447,-29.2768611237227
CATAMARCA,La Paz,San Antonio,10070150,0,0,0,0,0,0,0,26,26,-65.0949655869377,-28.9331053161662
CATAMARCA,La Paz,Quirós,10070120,0,0,0,0,0,0,0,27,27,-65.1007302335708,-28.7883056058069
CATAMARCA,Paclín,La Merced,10077050,67,0,0,0,0,4,0,5,76,-65.6696062414473,-28.1537649054231
CATAMARCA,Paclín,La Viña,10077060,0,0,0,0,0,0,0,10,10,-65.6079383578395,-28.044445782746
CATAMARCA,Paclín,Las Lajas,10077070,0,0,0,0,0,1,0,0,1,-65.7401079267206,-27.826913357423
CATAMARCA,Paclín,San Antonio,10077100,0,0,0,0,0,1,0,7,8,-65.726850392729,-28.0073083693979
CATAMARCA,Pomán,Mutquin,10084060,0,0,0,0,0,1,0,0,1,-66.1420642866296,-28.3178455729042
CATAMARCA,Pomán,Pomán,10084070,0,0,0,0,0,2,0,0,2,-66.2220823999264,-28.3927801149204
CATAMARCA,Pomán,San Miguel,10084090,0,0,0,0,0,0,0,7,7,-66.2019565174868,-28.1297413013666
CATAMARCA,Pomán,Saujil,10084100,0,0,0,0,0,1,0,169,170,-66.2145148644181,-28.173337080009
CATAMARCA,Pomán,Siján,10084110,0,0,0,0,0,1,0,0,1,-66.2209299175292,-28.2623558875079
CATAMARCA,Pomán,Colpes,10084030,0,0,0,0,0,0,0,16,16,-66.2065039006705,-28.0606503909839
CATAMARCA,Santa María,La Loma,10091100,75,0,0,73,0,1,0,0,149,-66.0331064865258,-26.7574990827117
CATAMARCA,Santa María,San José,10091140,126,0,0,138,0,1,0,0,265,-66.0347,-26.77456
CATAMARCA,Santa María,Santa María,10091150,925,0,0,823,0,1,0,5,1754,-66.018884441311,-26.6891167120231
CATAMARCA,Santa María,Chañar Punco,10091030,34,0,0,137,0,0,0,0,171,-66.0493067195716,-26.7588342868363
CATAMARCA,Santa María,Famatanca,10091070,45,0,0,0,0,0,0,0,45,-66.0595221384282,-26.8101195558413
CATAMARCA,Santa María,Las Mojarras,10091110,47,0,0,107,0,0,0,0,154,-66.0387334407325,-26.6988604981977
CATAMARCA,Santa María,Loro Huasi,10091120,107,0,0,95,0,0,0,0,202,-66.0217845814202,-26.7361383729613
CATAMARCA,Santa Rosa,Alijilán,10098010,0,0,0,0,0,2,0,0,2,-65.4915924205872,-28.1771812692249
CATAMARCA,Santa Rosa,Bañado de Ovanta,10098020,0,0,0,0,0,1,0,0,1,-65.3076846046355,-28.1034003361447
CATAMARCA,Santa Rosa,Lavalle,10098040,0,0,0,0,0,1,0,0,1,-65.1137806266473,-28.1946338127179
CATAMARCA,Santa Rosa,Los Altos,10098050,0,0,0,0,0,1,0,6,7,-65.4973640431533,-28.0488590493489
CATAMARCA,Tinogasta,Fiambalá,10105110,0,0,0,8,0,2,0,7,17,-67.608574901701,-27.69316213413
CATAMARCA,Tinogasta,Tinogasta,10105180,452,0,0,1828,0,2,0,0,2282,-67.5802695760226,-28.0637510698675
CATAMARCA,Valle Viejo,El Portezuelo,10112010,0,0,0,0,0,6,0,0,6,-65.6351326652418,-28.4818680419511
CATAMARCA,Valle Viejo,San Isidro,10112040,0,0,0,2665,0,0,0,5,2670,-65.726757673457,-28.4583109666735
CATAMARCA,Valle Viejo,Santa Rosa,10112030,0,0,0,759,0,0,0,5,764,-65.7055328995515,-28.447802287271
CATAMARCA,Valle Viejo,Villa Dolores,10112030,0,0,0,103,0,0,0,5,108,-65.7215360640125,-28.4434739220039
CATAMARCA,Valle Viejo,Sumalao,10112030,0,0,0,1,0,0,0,5,6,-65.7433480027028,-28.4746455518307
CATAMARCA,Valle Viejo,Polcos,10112030,0,0,0,213,0,0,0,0,213,-65.7202973350365,-28.4333815878035
CATAMARCA,Valle Viejo,Pozo Del Mistol,10112030,0,0,0,18,0,0,0,0,18,-65.7195047318519,-28.4689789857859
CATAMARCA,Valle Viejo,El Bañado,10112030,0,0,0,7,0,0,0,0,7,-65.7113717209433,-28.4594352492075
CATAMARCA,Fray Mamerto Esquiú,San Antonio,10063050,0,0,0,4,0,0,0,0,4,-65.7062134320732,-28.4237766788262
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,10063050,0,0,0,0,0,1,0,0,1,-65.733431477509,-28.2754665210832
CATAMARCA,Fray Mamerto Esquiú,La Carrera,10063050,0,0,0,0,0,1,0,0,1,-65.7091195877043,-28.3495576813874
CATAMARCA,Fray Mamerto Esquiú,El Hueco,10063050,0,0,0,26,0,0,0,0,26,-65.7175369854892,-28.4127884506849
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,10063050,0,0,0,0,0,0,0,5,5,-65.6988377960377,-28.4198487342191
CATAMARCA,Fray Mamerto Esquiú,La Tercena,10063050,0,0,0,0,0,0,0,5,5,-65.7081292515981,-28.3734473479931
CHACO,12 de Octubre,Gancedo,22036010,0,0,0,26,0,2,0,119,147,-61.6738771708385,-27.4896487904756
CHACO,12 de Octubre,General Pinedo,22036030,142,0,0,632,0,2,0,1,777,-61.282210419911,-27.3252979421708
CHACO,12 de Octubre,General Capdevila,22036020,0,0,0,35,0,0,0,0,35,-61.4765845551068,-27.4231812966856
CHACO,1º de Mayo,Colonia Benítez,22126020,121,0,0,11,0,1,0,2,135,-58.9450102746869,-27.3305884379906
CHACO,1º de Mayo,Margarita Belén,22126030,252,0,0,0,0,0,0,261,513,-58.9741473116095,-27.2616473234151
CHACO,2 de Abril,Hermoso Campo,22039010,0,28,0,244,0,1,0,0,273,-61.344844244037,-27.610539212014
CHACO,2 de Abril,Itín,22039020,0,0,0,52,478,0,0,0,530,-61.3238818419592,-27.4876216159572
CHACO,25 de Mayo,Colonia Aborigen,22168010,0,0,0,0,0,0,0,59,59,-60.1902370459592,-26.9583436350996
CHACO,25 de Mayo,Machagai,22168020,239,432,0,45,0,0,0,226,942,-60.0477196130638,-26.9287335504143
CHACO,9 de Julio,Las Breñas,22105010,893,0,0,233,0,1,0,0,1127,-61.0836993088858,-27.0885167236059
CHACO,Almirante Brown,Concepción del Bermejo,22007010,0,0,0,44,0,2,0,230,276,-60.9492636999567,-26.602273964006
CHACO,Almirante Brown,Los Frentones,22007020,0,0,0,344,0,1,0,0,345,-61.4134271371597,-26.4082976307567
CHACO,Almirante Brown,Pampa del Infierno,22007030,0,0,0,1375,0,5,0,190,1570,-61.1764901971888,-26.5063974406178
CHACO,Almirante Brown,Taco Pozo,22007050,0,0,0,416,0,3,0,0,419,-63.2692964997065,-25.6156598937138
CHACO,Bermejo,General Vedia,22014010,107,0,0,30,0,1,0,155,293,-58.6612848328678,-26.9349378591637
CHACO,Bermejo,Isla del Cerrito,22014020,0,0,0,0,0,1,0,0,1,-58.6178377359072,-27.2927852739485
CHACO,Bermejo,La Leonesa,22014030,414,0,0,0,0,0,0,228,642,-58.7069377183708,-27.0379596283785
CHACO,Bermejo,Las Palmas,22014040,0,0,0,46,0,1,0,296,343,-58.6795739267563,-27.0478975207771
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050,0,0,0,14,0,0,0,78,92,-58.5428316633796,-26.9073753724695
CHACO,Bermejo,Puerto Eva Perón,22014070,0,0,0,15,0,1,0,41,57,-58.6355818176747,-26.661480092829
CHACO,Chacabuco,Charata,22028010,1190,0,0,3765,0,2,0,230,5187,-61.1915854495204,-27.2200458502784
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,1715,0,0,7678,24,2,0,116,9535,-60.4421462814095,-26.7916058929378
CHACO,General Belgrano,Corzuela,22049010,100,0,0,183,0,1,0,28,312,-60.9707574059512,-26.9556760087163
CHACO,General Donovan,La Escondida,22056010,35,311,0,180,0,2,0,0,528,-59.4475325100431,-27.1073248470025
CHACO,General Donovan,La Verde,22056020,12,142,0,58,305,2,0,0,519,-59.3774619894492,-27.1297934337807
CHACO,General Donovan,Lapachito,22056030,1,90,0,45,0,0,0,0,136,-59.3903975007013,-27.1587903465778
CHACO,General Donovan,Makallé,22056040,30,502,0,0,0,1,0,0,533,-59.2883662132688,-27.211618544441
CHACO,General Güemes,El Espinillo,22063010,0,0,0,0,0,1,0,0,1,-60.4139677023547,-25.4176698636006
CHACO,General Güemes,El Sauzal,22063020,0,0,0,0,0,1,0,62,63,-61.5461702165927,-24.579149375301
CHACO,General Güemes,El Sauzalito,22063030,0,0,0,0,0,1,0,120,121,-61.6813716975806,-24.4345499393074
CHACO,General Güemes,Fortín Lavalle,22063040,0,0,0,0,0,0,0,36,36,-60.2037478681132,-25.7056308542578
CHACO,General Güemes,Fuerte Esperanza,22063050,0,0,0,8,0,1,0,0,9,-61.8424104268078,-25.1560600566745
CHACO,General Güemes,Juan José Castelli,22063060,423,0,0,294,0,0,0,646,1363,-60.6243211030425,-25.9504150377594
CHACO,General Güemes,Miraflores,22063070,0,0,0,0,0,0,0,712,712,-60.9300401901344,-25.6489334968628
CHACO,General Güemes,Nueva Pompeya,22063080,0,0,0,1,0,4,0,308,313,-61.4846998398146,-24.9334418837191
CHACO,General Güemes,Villa Río Bermejito,22063100,4,0,0,194,0,2,0,222,422,-60.2629438807651,-25.6424413894079
CHACO,General Güemes,Wichi,22063110,0,0,0,0,0,1,0,91,92,-61.4304454802334,-24.6913977720534
CHACO,Independencia,Avia Terai,22070010,62,0,0,42,0,1,0,1,106,-60.7309487066584,-26.6904269113097
CHACO,Independencia,Campo Largo,22070020,93,0,0,482,3,0,0,0,578,-60.8423032131182,-26.8038644067827
CHACO,Libertad,Laguna Blanca,22077030,0,0,0,0,0,2,0,6,8,-59.2340486127892,-27.2572195505018
CHACO,Libertad,Puerto Tirol,22077040,428,1,0,375,0,0,0,73,877,-59.0953159917862,-27.3745125614532
CHACO,Libertad,Colonia Popular,22077010,0,0,0,0,0,0,0,5,5,-59.1523781564389,-27.2759309408353
CHACO,Libertador General San Martín,Ciervo Petiso,22084010,0,0,0,0,46,1,0,0,47,-59.6329803967089,-26.5815849580294
CHACO,Libertador General San Martín,General José de San Martín,22084020,184,539,0,5808,0,0,0,450,6981,-59.334711358946,-26.5340730622708
CHACO,Libertador General San Martín,La Eduvigis,22084030,0,0,0,0,0,1,0,0,1,-59.0641175796047,-26.8374120457599
CHACO,Libertador General San Martín,Laguna Limpia,22084040,0,0,0,0,0,0,0,81,81,-59.6799372880349,-26.4967013914467
CHACO,Libertador General San Martín,Pampa Almirón,22084050,0,0,0,26,0,0,0,27,53,-59.1237850343206,-26.702247857191
CHACO,Libertador General San Martín,Pampa del Indio,22084060,0,0,0,25,0,2,0,515,542,-59.9412241077467,-26.050714758193
CHACO,Libertador General San Martín,Presidencia Roca,22084070,0,0,0,484,0,2,0,119,605,-59.5968452905131,-26.1402007626997
CHACO,Maipú,Tres Isletas,22091010,271,0,0,0,0,0,0,57,328,-60.4299349548752,-26.3378349285309
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,122,73,0,264,0,1,0,516,976,-60.9091956314644,-27.682571155615
CHACO,Mayor Luis J. Fontana,Enrique Urién,22098020,0,0,0,37,0,0,0,0,37,-60.5259907543736,-27.5587251493486
CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,1074,0,0,4805,0,0,0,402,6281,-60.7141120066309,-27.5788592432947
CHACO,O Higgins,La Clotilde,22112010,0,32,0,78,116,1,0,0,227,-60.6315741848515,-27.1781993384686
CHACO,O Higgins,La Tigra,22112020,1,0,0,0,252,1,0,0,254,-60.5898941741226,-27.1157899755692
CHACO,O Higgins,San Bernardo,22112030,147,0,0,14,38,3,0,0,202,-60.7149736332961,-27.2904384132604
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,139,598,0,58,0,0,0,1,796,-59.847600385659,-27.0029714359347
CHACO,Quitilipi,Quitilipi,22133010,634,0,0,69,0,0,0,125,828,-60.2185241226399,-26.8732071732978
CHACO,Quitilipi,Villa El Palmar,22133020,0,0,0,0,0,0,0,99,99,-60.1646165913523,-26.4551186226266
CHACO,San Fernando,Barranqueras,22140010,115,3836,0,147,0,0,0,15,4113,-58.9327416886365,-27.4877739289761
CHACO,San Fernando,Basail,22140020,72,67,0,0,0,1,0,57,197,-59.2791003619491,-27.8868655966917
CHACO,San Fernando,Fontana,22140040,0,0,0,179,0,0,0,147,326,-59.04393778912,-27.4167127425858
CHACO,San Fernando,Puerto Vilelas,22140050,0,0,0,9,0,1,0,1,11,-58.938994465923,-27.5106090846354
CHACO,San Fernando,Resistencia,22140060,4980,53594,5,32971,2,6,0,193,91751,-58.9876174408016,-27.4521194584549
CHACO,San Lorenzo,Samuhú,22147010,0,0,0,0,0,1,0,0,1,-60.3941746057505,-27.5222254234698
CHACO,San Lorenzo,Villa Berthet,22147020,0,0,0,32,0,1,0,898,931,-60.4155962080604,-27.2895492409257
CHACO,Sargento Cabral,Capitán Solari,22154010,0,0,0,81,0,0,0,30,111,-59.5596523744138,-26.8050732181615
CHACO,Sargento Cabral,Colonia Elisa,22154020,0,0,0,0,0,2,0,0,2,-59.5204851339373,-26.9324550960675
CHACO,Sargento Cabral,Colonias Unidas,22154030,0,0,0,320,0,0,0,15,335,-59.6277421824927,-26.7000971775462
CHACO,Sargento Cabral,Las Garcitas,22154050,0,0,0,0,0,1,0,114,115,-59.8042763819042,-26.6193460346699
CHACO,Tapenagá,Charadai,22161010,0,0,0,27,0,1,0,0,28,-59.8624460245382,-27.6553304709616
CHUBUT,Biedma,Arroyo Verde,26007010,0,0,0,0,0,1,0,0,1,-65.3064500926092,-42.0119886969656
CHUBUT,Biedma,Puerto Madryn,26007020,2850,25467,187,3783,5815,9,0,2756,40867,-65.0422298178163,-42.7550996783449
CHUBUT,Biedma,Puerto Pirámide,26007030,0,0,0,0,0,1,0,106,107,-64.2836893467339,-42.5736171931039
CHUBUT,Biedma,Quinta El Mirador,26007040,0,0,0,0,0,0,0,22,22,-65.051417803805,-42.811590013144
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,26007050,0,0,0,0,0,0,0,127,127,-65.0647229672572,-42.6456158957863
CHUBUT,Cushamen,Cholila,26014020,0,0,1,0,0,1,0,0,2,-71.4351548288659,-42.5105313648355
CHUBUT,Cushamen,El Hoyo,26014040,139,0,0,685,0,0,0,673,1497,-71.5206708370904,-42.0679666637038
CHUBUT,Cushamen,Epuyén,26014060,1184,0,0,0,0,0,0,0,1184,-71.3695066579513,-42.2329247123472
CHUBUT,Cushamen,Gualjaina,26014070,0,0,0,0,0,2,0,0,2,-70.5354876126711,-42.7267578946733
CHUBUT,Cushamen,Lago Puelo,26014090,267,0,0,180,0,0,0,720,1167,-71.5981575625236,-42.0672923130861
CHUBUT,Cushamen,Leleque,26014100,0,0,0,0,0,2,0,0,2,-71.0683951630343,-42.4288626216315
CHUBUT,Escalante,Comodoro Rivadavia,26021030,11887,15539,234,8827,163,37,0,16630,53317,-67.5430559979427,-45.8729846778063
CHUBUT,Escalante,Diadema Argentina,26021040,0,0,0,0,0,0,0,328,328,-67.6738925726169,-45.7906089158021
CHUBUT,Escalante,Rada Tilly,26021050,910,0,33,1206,20,0,0,418,2587,-67.5653960236573,-45.9368019185633
CHUBUT,Escalante,Acceso Norte,26021020,0,0,0,0,0,47,0,49,96,-67.5033367870766,-45.782807331545
CHUBUT,Florentino Ameghino,Camarones,26028010,0,0,0,0,0,1,0,208,209,-65.7105992934951,-44.79829087317
CHUBUT,Florentino Ameghino,Garayalde,26028020,0,0,0,0,0,0,0,3,3,-66.6097364550235,-44.6795783728661
CHUBUT,Futaleufú,Corcovado,26035020,0,0,1,0,0,2,0,0,3,-71.4659616215841,-43.5380021657326
CHUBUT,Futaleufú,Esquel,26035030,3136,1711,38,0,1,3,0,4047,8936,-71.3185116319277,-42.9133238858291
CHUBUT,Futaleufú,Los Cipreses,26035050,0,0,0,0,0,2,0,0,2,-71.6413919295155,-43.1847146210617
CHUBUT,Futaleufú,Trevelín,26035060,425,0,18,0,0,1,0,1075,1519,-71.4654853699539,-43.0908711905976
CHUBUT,Futaleufú,Aldea Escolar,26035010,0,0,0,0,0,2,0,0,2,-71.5588967458005,-43.1198187614025
CHUBUT,Gaiman,28 de Julio,26042040,0,0,0,12,1,1,0,0,14,-65.8386877428492,-43.3809771295585
CHUBUT,Gaiman,Dolavon,26042020,0,0,3,55,336,1,0,0,395,-65.7087388385691,-43.309297578868
CHUBUT,Gaiman,Gaiman,26042030,180,0,14,90,848,2,0,0,1134,-65.4924135000744,-43.288807480447
CHUBUT,Gastre,Blancuntre,26049010,0,0,0,0,0,1,0,0,1,-68.9190916237139,-42.5683892291525
CHUBUT,Gastre,El Escorial,26049020,0,0,0,0,0,1,0,0,1,-68.5596033354947,-43.098070041959
CHUBUT,Gastre,Lagunita Salada,26049040,0,0,0,0,0,1,0,38,39,-69.1884723935703,-42.7167792838299
CHUBUT,Gastre,Yala Laubat,26049050,0,0,0,0,0,1,0,0,1,-68.875421794475,-42.7671354457615
CHUBUT,Gastre,Gastre,26049030,0,0,0,0,0,0,0,147,147,-69.2210978977662,-42.2656204565429
CHUBUT,Languiñeo,Aldea Epulef,26056010,0,0,0,0,0,1,0,8,9,-69.7112937770404,-43.2341165952859
CHUBUT,Languiñeo,Carrenleufú,26056020,0,0,0,0,0,2,0,0,2,-71.7009020245021,-43.5856885437306
CHUBUT,Languiñeo,Colan Conhue,26056030,0,0,0,0,0,1,0,8,9,-69.9302181856069,-43.2425977048335
CHUBUT,Languiñeo,Paso del Sapo,26056040,0,0,0,0,0,1,0,88,89,-69.6110020875554,-42.7371109950872
CHUBUT,Languiñeo,Tecka,26056050,0,0,0,0,0,1,0,0,1,-70.8135608321009,-43.4935820815258
CHUBUT,Mártires,El Mirasol,26063010,0,0,0,0,0,1,0,0,1,-67.7603113819649,-43.2852932712541
CHUBUT,Mártires,Las Plumas,26063020,0,0,0,0,0,1,0,0,1,-67.2869956666141,-43.7223979636171
CHUBUT,Paso de Indios,Cerro Cóndor,26070010,0,1,0,0,0,1,0,0,2,-69.1640923476749,-43.4233198653988
CHUBUT,Paso de Indios,Los Altares,26070020,0,0,0,0,0,1,0,1,2,-68.4301168776514,-43.8711929981581
CHUBUT,Paso de Indios,Paso de Indios,26070030,0,0,0,0,0,1,0,0,1,-69.0448870902309,-43.8663054117658
CHUBUT,Rawson,Playa Unión,26077020,536,202,11,101,0,0,0,421,1271,-65.0475987350977,-43.3219408530217
CHUBUT,Rawson,Rawson,26077030,1418,8686,41,774,300,1,0,343,11563,-65.0955202340428,-43.3010516778945
CHUBUT,Rawson,Trelew,26077040,1493,23892,274,9284,1421,2,0,1130,37496,-65.3103813319694,-43.2483538570309
CHUBUT,Rawson,Playa Magagna,26077010,0,1700,0,0,0,0,0,3,1703,-65.0449325683674,-43.3821208618862
CHUBUT,Río Senguer,Aldea Apeleg,26084010,0,0,0,0,0,1,0,1,2,-70.8460010136593,-44.7052521139583
CHUBUT,Río Senguer,Aldea Beleiro,26084020,0,0,0,0,0,1,0,0,1,-71.5181726162484,-45.5614644681207
CHUBUT,Río Senguer,Alto Río Senguer,26084030,0,0,1,0,0,3,0,1,5,-70.8227552077123,-45.0476417520383
CHUBUT,Río Senguer,Doctor Ricardo Rojas,26084040,0,0,0,0,0,1,0,0,1,-71.0290968422414,-45.5870084306305
CHUBUT,Río Senguer,Facundo,26084050,0,0,0,0,0,1,0,41,42,-69.9721127349678,-45.3192710383686
CHUBUT,Río Senguer,Lago Blanco,26084060,0,0,0,0,0,1,0,0,1,-71.2641106643113,-45.9468594190828
CHUBUT,Río Senguer,Río Mayo,26084070,140,0,0,4,0,2,0,621,767,-70.2559804482547,-45.6964538171738
CHUBUT,Sarmiento,Buen Pasto,26091010,0,0,0,0,0,1,0,0,1,-69.4497777721279,-45.0804225633305
CHUBUT,Tehuelches,Gobernador Costa,26098020,0,0,1,0,0,0,0,0,1,-70.597920256446,-44.0529826063177
CHUBUT,Tehuelches,José de San Martín,26098030,0,0,0,0,0,1,0,0,1,-70.4698423450266,-44.0545030861499
CHUBUT,Tehuelches,Río Pico,26098040,0,0,0,0,0,2,0,0,2,-71.3700565360866,-44.1829932413496
CHUBUT,Telsen,Gan Gan,26105010,0,0,0,0,1,1,0,156,158,-68.2828542288869,-42.5232330288476
CHUBUT,Telsen,Telsen,26105020,0,18,0,0,0,4,0,104,126,-66.941427996482,-42.4387511614213
CORDOBA,Calamuchita,Amboy,14007010,0,0,0,0,0,0,0,174,174,-64.5765483175138,-32.1759165218621
CORDOBA,Calamuchita,Cañada del Sauce,14007030,1,0,0,0,0,0,0,0,1,-64.6425223427633,-32.3679991604313
CORDOBA,Calamuchita,Capilla Vieja,14007040,0,0,0,0,0,0,0,20,20,-64.6165406145348,-31.942027416529
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050,52,0,0,0,0,0,0,30,82,-64.5015914694579,-32.149759071844
CORDOBA,Calamuchita,Embalse,14007060,0,0,0,1533,0,1,0,1942,3476,-64.4006226825819,-32.2065076875762
CORDOBA,Calamuchita,La Cruz,14007070,10,0,0,0,0,0,0,383,393,-64.4831089740345,-32.3034055718452
CORDOBA,Calamuchita,La Cumbrecita,14007080,0,0,0,0,0,0,0,250,250,-64.7751589433589,-31.8969643877578
CORDOBA,Calamuchita,Las Bajadas,14007090,0,0,0,0,0,0,0,28,28,-64.3310535546374,-32.0954063583092
CORDOBA,Calamuchita,Los Cóndores,14007110,423,0,0,0,0,1,0,516,940,-64.2810080327514,-32.3211277679392
CORDOBA,Calamuchita,Los Molinos,14007120,0,0,0,0,0,0,0,50,50,-64.3779521586489,-31.8568223164309
